,created_at,favorite_count,hashtags,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,media,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,retweeted,source,text,truncated,urls,user,user_mentions
588,Sat Oct 29 16:07:49 +0000 2016,,[{'text': 'MUFC'}],792397536141070337,792397536141070337,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shocking decisions from Clattenberg. 
Shocking finishing from Ibra. 
Shocking subs from Mou. 

FFS let's get some points on the board
#MUFC",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
589,Sun Oct 23 16:04:18 +0000 2016,,"[{'text': 'MUFC'}, {'text': 'CHEMUN'}]",790222326528815105,790222326528815105,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","He'll yeah. Mou has moved to 4-4-2!

#MUFC #CHEMUN",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
590,Sun Oct 23 15:57:35 +0000 2016,,"[{'text': 'MUFC'}, {'text': 'CHEMUN'}]",790220636027129856,790220636027129856,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We've been playing the 4-2-3-1 for two seasons now and clearly it isn't working
With Rooney or Pog. 
Need 4-4-2

#MUFC #CHEMUN",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
591,Sun Oct 23 15:54:40 +0000 2016,,"[{'text': 'MUFC'}, {'text': 'CHEMUN'}]",790219900270673920,790219900270673920,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Why can't we play a more structured midfield?!?
4-4-2 is the solution to all our issues. 

#MUFC #CHEMUN",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
592,Sun Oct 23 15:53:02 +0000 2016,,[],790219491053449216,790219491053449216,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We need a top class, young striker in Jan.",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
593,Sun Oct 23 14:19:21 +0000 2016,1.0,"[{'text': 'MCISOU'}, {'text': 'PepTheFraud'}]",790195913406820352,790195913406820352,,,,en,,,,,1.0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","No injuries, hardly any stoppages. 
See no reason for 5 additional minutes. 

#MCISOU #PepTheFraud",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
594,Wed Oct 19 19:09:51 +0000 2016,,[],788819469065867264,788819469065867264,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pep the fraud being exposed.,,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
595,Mon Oct 17 19:55:01 +0000 2016,,"[{'text': 'MUFC'}, {'text': 'LIVMUN'}]",788106060192178176,788106060192178176,,,,en,,,,,1.0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ander had been brilliant. Needs to check his temper though. 
Need more going forward. Need more from Pogba. 

#MUFC #LIVMUN",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
596,Sun Oct 16 05:12:39 +0000 2016,,[{'text': 'BhaiBhai'}],787521617798717440,787521617798717440,jeetkhetan,7.873618794044539e+17,1743090103.0,en,"[{'display_url': 'pic.twitter.com/cBW6w8Qbew', 'expanded_url': 'https://twitter.com/ScholesGenius/status/787521617798717440/photo/1', 'id': 787521330987999232, 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Cu3WemKVIAAEWA1.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Cu3WemKVIAAEWA1.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 200, 'h': 200, 'resize': 'fit'}, 'large': {'w': 200, 'h': 200, 'resize': 'fit'}, 'small': {'w': 200, 'h': 200, 'resize': 'fit'}}, 'type': 'animated_gif', 'url': 'https://t.co/cBW6w8Qbew', 'video_info': {'aspect_ratio': [1, 1], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/Cu3WemKVIAAEWA1.mp4'}]}}]",,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@jeetkhetan @NeeleshJay Things Lakoo will do to get tickets :D :D

#BhaiBhai https://t.co/cBW6w8Qbew",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}","[{'id': 1743090103, 'id_str': '1743090103', 'name': 'jeet khetan', 'screen_name': 'jeetkhetan'}, {'id': 1259801659, 'id_str': '1259801659', 'name': 'Neelesh Jayaraman', 'screen_name': 'NeeleshJay'}]"
597,Tue Oct 11 05:07:03 +0000 2016,,[],785708268194639872,785708268194639872,ScholesGenius,7.857078867059466e+17,759625926.0,en,,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Also, Wazza is still the captain.
And even if England doesn't know how to respect it's captain, we are Manchester United.
Let's be classy!",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
598,Tue Oct 11 05:05:32 +0000 2016,,[{'text': 'MUFC'}],785707886705946625,785707886705946625,,,,en,,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Wazza hasn't been playing well and so has been dropped.

But I don't think @ColeenRoo is wrong. Has to be done in a sensible manner. 
#MUFC",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}","[{'id': 284575197, 'id_str': '284575197', 'name': 'Coleen Rooney', 'screen_name': 'ColeenRoo'}]"
599,Sun Oct 02 12:55:57 +0000 2016,,[],782564780833845248,782564780833845248,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Poch please do us a favour and beat those Citizens.,,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
600,Sun Oct 02 12:52:31 +0000 2016,,[{'text': 'MUFC'}],782563915456577537,782563915456577537,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Have got to take our chances. 
Awful finishing but some pretty decent goalkeeping tbf. 

#MUFC",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
601,Sun Oct 02 12:28:26 +0000 2016,,"[{'text': 'MUFC'}, {'text': 'INSTANTIMPACT'}]",782557856692334592,782557856692334592,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wayne Rooney. 2 poor touches. 2 assists. 
Super sub. 

#MUFC #INSTANTIMPACT",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
602,Sun Oct 02 12:28:26 +0000 2016,,"[{'text': 'MUFC'}, {'text': 'INSTANTIMPACT'}]",782557856692334592,782557856692334592,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wayne Rooney. 2 poor touches. 2 assists. 
Super sub. 

#MUFC #INSTANTIMPACT",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
603,Thu Sep 29 20:44:11 +0000 2016,,[],781595449232728064,781595449232728064,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Worst set of commentators ever. 
Don't know the facts. Don't understand the rules.",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
604,Thu Sep 29 20:31:21 +0000 2016,,[],781592220302401536,781592220302401536,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Instant solution, Wayne Rooney :p",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
605,Wed Sep 21 20:11:59 +0000 2016,,[],778688244288335873,778688244288335873,,,,en,,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","See, that's what you get when you play positive players like Herrera!",,[],"{'created_at': 'Wed Aug 15 15:50:56 +0000 2012', 'description': 'Manchester United. Economics. Financial Markets.', 'favourites_count': 252, 'followers_count': 178, 'following': True, 'friends_count': 173, 'id': 759625926, 'id_str': '759625926', 'lang': 'en', 'listed_count': 1, 'name': 'Varun Tiwari', 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/636357565/h57lioxibuw7gh4xyec6.jpeg', 'profile_background_tile': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759625926/1389016386', 'profile_image_url': 'http://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/735906920872038400/zp4lGuiy_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'screen_name': 'ScholesGenius', 'statuses_count': 5519, 'time_zone': 'Chennai', 'utc_offset': 19800}",[]
